,GENRE_Action,GENRE_Animation,GENRE_Comedy,GENRE_Crime,GENRE_Drama,GENRE_Others
1043,0,0,0,0,1,0
1044,0,0,0,0,1,0
1045,0,0,1,0,1,0
1046,0,0,0,0,0,1
1047,0,0,0,0,0,1
1049,0,0,1,1,1,0
1050,1,0,0,0,1,0
1051,0,0,1,1,0,0
1052,0,0,0,1,1,0
1053,1,0,0,0,1,0
1055,0,0,0,0,1,0
1056,0,0,1,0,1,0
1057,0,0,0,0,0,1
1058,0,0,1,0,1,0
1059,1,1,0,1,0,0
1060,0,0,0,0,1,0
1061,0,1,1,0,0,0
1062,0,0,1,0,1,0
1063,1,0,0,0,1,0
1064,0,0,0,0,1,0
1065,0,0,1,0,0,0
1066,1,0,0,0,1,0
1067,0,0,0,0,1,0
1068,0,0,0,0,1,0
1069,0,0,0,0,1,0
1070,0,0,0,0,1,0
1072,1,0,1,0,0,0
1073,1,0,0,1,1,0
1074,0,1,1,0,0,0
1075,1,0,0,1,0,0
1076,1,0,0,1,1,0
1077,0,0,0,1,1,0
1078,0,0,1,0,0,0
1079,0,0,0,0,1,0
1080,1,0,0,1,1,0
1081,0,0,0,1,1,0
1082,0,0,0,0,1,0
1083,0,0,0,1,1,0
1084,0,0,0,0,1,0
1087,0,0,0,1,1,0
1088,0,0,0,0,1,0
1089,1,0,0,1,1,0
1090,0,0,0,1,1,0
1091,0,0,0,1,1,0
1092,0,0,0,0,1,0
1093,0,0,0,0,1,0
1094,0,0,0,0,1,0
1095,0,0,1,0,1,0
1096,0,0,0,0,0,1
1097,0,0,0,0,1,0
1098,1,0,0,1,1,0
1099,0,0,0,1,1,0
1100,0,0,1,0,1,0
1101,0,0,1,0,0,0
1102,0,0,1,0,1,0
1103,0,0,1,0,0,0
1104,0,0,1,0,1,0
1105,1,0,0,1,1,0
1106,0,0,0,0,1,0
1107,0,0,0,0,1,0
1109,0,0,0,0,1,0
1110,1,1,0,0,0,0
1111,0,0,0,0,0,1
1112,0,0,0,0,1,0
1113,0,0,1,0,1,0
1114,0,0,0,0,1,0
1115,0,1,0,0,1,0
1116,0,0,0,1,1,0
1117,1,0,0,1,0,0
1118,0,0,0,0,1,0
1119,0,0,0,0,1,0
1120,0,0,0,0,0,1
1121,0,0,1,0,1,0
1122,1,1,0,0,0,0
1123,0,0,1,0,1,0
1124,0,0,1,0,1,0
1125,1,0,0,0,0,0
1126,0,0,0,0,0,1
1127,1,0,0,1,1,0
1129,0,0,0,0,1,0
1130,0,1,1,0,0,0
1131,1,1,0,0,0,0
1132,1,0,0,0,0,0
1133,0,0,0,1,1,0
1134,1,1,0,0,1,0
1135,0,0,0,1,1,0
1136,0,0,0,0,1,0
1137,0,1,1,0,0,0
1138,0,0,0,1,0,0
1139,1,0,0,0,1,0
1140,1,0,0,1,1,0
1141,0,0,0,1,1,0
1142,0,0,0,0,1,0
1143,1,0,1,0,0,0
1144,0,1,0,0,0,0
1145,1,1,0,0,1,0
1146,1,1,0,0,0,0
1147,0,0,0,0,1,0
1148,1,0,0,1,1,0
1149,1,1,0,0,1,0
1150,1,1,0,0,0,0
1151,1,0,1,1,0,0
1152,0,0,0,0,1,0
1153,0,0,0,0,0,1
1154,0,0,1,0,0,0
1156,1,0,0,0,0,0
1157,1,0,0,0,1,0
1158,0,0,0,0,1,0
1160,0,0,0,1,0,0
1161,0,0,0,0,1,0
1162,0,0,0,1,1,0
1163,0,0,0,0,1,0
1164,1,0,0,1,1,0
1166,0,0,1,0,1,0
1167,1,0,0,0,1,0
1169,0,0,0,0,1,0
1170,1,1,0,0,0,0
1171,1,1,0,0,0,0
1172,0,1,1,0,0,0
1173,1,1,0,1,0,0
1174,0,0,0,1,0,0
1175,0,0,1,0,1,0
1176,0,0,0,0,1,0
1178,1,0,0,1,0,0
1179,0,0,0,0,0,1
1180,1,0,0,1,0,0
1181,0,1,1,0,1,0
1183,0,0,0,0,1,0
1184,0,0,0,0,0,1
1185,1,1,0,0,0,0
1187,0,0,0,0,0,1
1188,0,1,1,0,0,0
1189,0,0,0,0,1,0
1190,0,0,0,1,1,0
1191,1,0,0,1,0,0
1192,1,1,0,0,0,0
1193,0,0,0,1,0,0
1194,0,0,0,0,1,0
1195,0,0,1,0,1,0
1196,0,1,1,0,0,0
1197,0,1,0,0,1,0
1198,0,0,1,0,1,0
1199,0,0,1,0,0,0
1200,0,0,0,0,1,0
1201,0,0,0,0,1,0
1202,0,0,0,1,1,0
1203,0,0,0,0,0,1
1204,1,0,0,1,1,0
1205,0,0,0,0,1,0
1208,1,0,1,0,1,0
1209,1,0,0,1,1,0
1210,0,0,1,0,1,0
1211,0,0,0,0,0,1
1212,0,0,0,1,1,0
1213,0,0,1,0,1,0
1214,0,0,0,0,1,0
1215,1,1,0,0,0,0
1216,0,0,0,0,1,0
1217,1,0,0,1,1,0
1218,0,0,0,1,1,0
1220,0,0,1,0,1,0
1221,0,0,0,1,1,0
1222,0,0,0,0,1,0
1223,1,1,1,0,0,0
1224,0,0,0,1,1,0
1225,0,1,1,0,0,0
1226,1,1,1,0,0,0
1227,0,0,1,0,0,0
1228,0,0,1,0,0,0
1229,0,0,0,1,1,0
1230,1,0,0,1,1,0
1231,0,0,1,0,0,0
1232,0,0,0,1,0,0
1233,0,1,1,0,1,0
1234,1,1,0,0,0,0
1235,0,0,1,0,1,0
1236,0,0,0,1,1,0
1237,0,0,0,0,0,1
1238,0,0,1,0,0,0
1239,0,0,0,0,1,0
1240,0,0,0,0,1,0
1241,0,0,0,1,1,0
1242,1,1,0,0,0,0
1243,0,0,0,1,1,0
1244,0,0,0,0,1,0
1245,0,1,0,0,1,0
1246,0,0,1,0,1,0
1247,0,0,0,1,1,0
1248,0,0,0,0,0,1
1249,0,0,0,0,0,1
1250,0,0,0,1,1,0
1251,0,0,1,0,1,0
1252,1,0,1,0,0,0
1253,0,0,0,0,1,0
1254,0,0,0,0,1,0
1255,0,0,0,1,1,0
1257,0,0,0,0,1,0
1258,0,0,0,0,1,0
1259,1,0,0,1,0,0
1261,0,0,0,0,0,1
1262,0,0,1,0,0,0
1263,0,0,0,0,1,0
1264,0,0,0,0,1,0
1265,0,0,1,0,0,0
1266,0,0,0,1,1,0
1267,0,1,1,0,0,0
1268,1,1,0,0,0,0
1269,1,1,0,0,0,0
1271,0,0,0,0,1,0
1272,0,0,1,0,0,0
1273,0,0,1,0,0,0
1274,0,0,1,0,0,0
1275,0,0,0,0,1,0
1276,0,1,1,0,0,0
1277,0,0,0,0,0,1
1278,0,0,1,0,0,0
1279,1,0,0,1,0,0
1280,0,0,0,1,1,0
1281,0,0,0,0,1,0
1282,0,0,0,0,1,0
1283,0,0,0,0,0,1
1284,0,1,1,0,0,0
1285,0,0,0,0,1,0
1286,0,0,1,0,1,0
1287,0,0,1,1,0,0
1288,0,0,0,0,1,0
1289,0,0,0,0,1,0
1290,0,0,0,0,1,0
1291,0,0,0,0,1,0
1292,0,1,0,0,0,0
1293,0,0,0,0,1,0
1294,0,0,0,0,1,0
1295,0,0,1,0,1,0
1296,0,1,0,0,1,0
1297,0,0,0,0,1,0
1298,0,0,0,0,0,1
1299,1,1,0,0,1,0
1300,1,1,0,0,0,0
1301,0,0,1,0,0,0
1302,0,0,0,0,1,0
1303,1,0,0,0,1,0
1304,0,0,0,0,1,0
1305,0,0,1,0,0,0
1306,0,0,0,1,0,0
1307,0,0,0,1,1,0
1308,0,0,1,0,0,0
1309,0,0,0,1,1,0
1310,0,0,1,0,1,0
1311,1,0,1,0,0,0
1312,0,0,1,0,1,0
1313,0,0,1,0,1,0
1314,0,0,0,1,1,0
1315,0,0,0,1,0,0
1316,0,0,0,0,0,1
1317,0,0,1,0,1,0
1318,1,0,0,0,0,0
1319,0,0,1,0,1,0
1320,0,0,0,0,1,0
1321,0,0,1,1,0,0
1322,0,0,0,0,1,0
1323,0,1,1,0,0,0
1324,1,0,0,0,0,0
1325,0,0,0,0,0,1
1326,0,0,1,1,1,0
1327,0,0,0,0,1,0
1328,0,1,1,0,0,0
1329,0,0,0,0,0,1
1330,0,0,0,0,1,0
1331,0,0,0,1,1,0
1332,0,0,1,0,0,0
1333,0,0,0,1,1,0
1334,1,0,0,0,0,0
1335,0,0,1,0,1,0
1336,0,0,0,0,1,0
1337,1,1,0,0,0,0
1339,0,0,1,0,1,0
1340,1,0,0,0,1,0
1341,0,0,1,0,0,0
1342,1,0,0,1,1,0
1343,0,0,1,0,0,0
1344,1,1,0,0,0,0
1345,0,0,0,0,1,0
1346,1,0,0,0,0,0
1348,0,0,1,0,0,0
1349,0,0,1,0,0,0
1350,0,0,0,0,1,0
1351,0,0,1,0,0,0
1352,1,0,0,1,1,0
1354,0,0,0,0,1,0
1356,0,0,1,0,0,0
1357,0,0,0,1,1,0
1358,1,0,0,1,1,0
1359,1,0,0,0,0,0
1360,1,0,0,0,1,0
1362,0,0,0,0,1,0
1363,0,0,1,0,0,0
1364,0,0,0,0,1,0
1365,0,0,0,0,0,1
1366,1,0,0,0,1,0
1367,0,0,0,1,0,0
1368,0,0,1,0,0,0
1369,0,1,0,0,1,0
1370,0,0,0,0,1,0
1371,1,0,0,1,0,0
1372,1,0,0,0,0,0
1373,0,1,0,0,1,0
1374,0,0,0,0,1,0
1376,0,0,0,0,1,0
1377,1,1,0,0,0,0
1379,0,1,0,0,1,0
1380,0,0,0,0,0,1
1381,0,0,0,0,1,0
1382,0,1,0,0,1,0
1383,0,0,1,0,1,0
1384,0,0,1,1,1,0
1385,0,0,0,0,1,0
1386,1,1,0,0,0,0
1387,0,0,1,0,0,0
1388,0,0,1,0,0,0
1389,0,0,0,1,1,0
1390,0,0,0,0,1,0
1392,1,0,0,1,0,0
1393,0,0,0,0,0,1
1394,1,0,0,1,1,0
1397,1,1,0,0,1,0
1398,0,0,0,0,1,0
1399,0,0,1,0,1,0
1400,0,0,1,0,0,0
1401,0,0,0,1,1,0
1402,0,0,0,0,0,1
1403,1,0,0,1,0,0
1405,1,0,0,0,1,0
1406,0,0,1,0,1,0
1407,0,0,0,1,1,0
1408,0,0,0,1,1,0
1409,1,0,0,1,0,0
1410,1,1,0,0,0,0
1411,1,0,1,0,0,0
1412,0,0,1,0,0,0
1415,0,0,1,1,0,0
1416,1,1,0,0,0,0
1417,0,0,1,0,1,0
1418,0,0,0,0,1,0
1420,0,0,0,0,0,1
1421,0,0,1,0,1,0
1422,1,1,0,0,0,0
1423,0,0,0,1,1,0
1424,0,0,1,0,0,0
1426,0,1,0,0,1,0
1427,1,0,1,0,0,0
1429,0,0,0,0,1,0
1430,1,1,0,0,1,0
1431,1,0,0,1,0,0
1432,0,0,0,0,0,1
1434,0,0,0,0,1,0
1435,0,0,0,0,1,0
1436,0,0,1,0,0,0
1437,0,0,0,0,1,0
1438,1,0,0,0,1,0
1439,0,1,1,0,0,0
1440,0,0,0,1,0,0
1441,0,0,0,1,1,0
1442,1,1,1,0,0,0
1443,0,0,0,0,1,0
1444,0,0,0,0,1,0
1445,0,0,0,0,0,1
1446,0,0,1,0,0,0
1447,1,0,0,0,1,0
1448,0,0,0,0,1,0
1449,1,0,0,0,1,0
1450,1,0,0,0,1,0
1453,0,0,1,0,1,0
1455,0,0,0,0,0,1
1456,0,1,0,0,1,0
1457,0,0,0,0,1,0
1458,0,0,0,0,0,1
1459,1,0,0,0,0,0
1460,0,0,0,1,1,0
1461,1,0,0,1,0,0
1462,1,0,1,1,0,0
1463,1,1,0,0,0,0
1465,1,0,1,0,0,0
1466,0,0,1,0,0,0
1467,0,0,0,0,0,1
1468,0,0,1,0,0,0
1469,0,0,0,0,0,1
1470,0,0,0,0,0,1
1472,0,0,1,0,0,0
1473,0,0,0,0,1,0
1474,0,0,0,0,1,0
1475,0,0,0,0,1,0
1476,1,0,0,1,0,0
1477,0,0,0,0,1,0
1478,0,0,1,0,0,0
1479,0,0,1,0,1,0
1480,0,0,1,0,0,0
1481,0,0,0,0,1,0
1482,0,0,0,0,1,0
1483,1,0,1,0,0,0
1484,1,0,1,0,0,0
1486,0,0,0,0,0,1
1487,0,0,0,1,1,0
1489,0,1,0,0,0,0
1490,1,1,0,0,0,0
1491,0,0,0,0,1,0
1493,0,0,0,0,1,0
1495,1,0,0,1,1,0
1496,0,0,0,0,1,0
1497,0,0,0,0,1,0
1498,0,0,0,0,1,0
1499,0,0,0,0,1,0
1500,0,0,0,1,0,0
1501,0,0,0,1,1,0
1502,0,0,0,0,1,0
1503,0,0,0,0,1,0
1504,0,1,1,0,0,0
1505,0,0,1,0,1,0
1506,0,0,0,0,1,0
1508,0,0,0,0,1,0
1509,0,0,0,0,0,1
1510,0,1,1,0,0,0
1511,1,0,0,1,0,0
1512,0,0,0,0,0,1
1513,0,0,0,0,1,0
1514,0,0,1,1,1,0
1515,0,0,1,0,0,0
1516,0,0,1,0,0,0
1517,0,0,1,0,0,0
1518,0,0,0,0,1,0
1519,1,1,0,0,0,0
1520,0,0,1,0,1,0
1521,0,0,0,1,0,0
1522,0,0,0,0,1,0
1523,1,1,0,0,0,0
1524,0,0,0,0,1,0
1525,0,1,0,0,0,0
1526,0,0,0,0,1,0
1528,0,0,0,0,1,0
1531,1,0,0,0,0,0
1532,0,0,0,0,0,1
1533,0,0,0,0,1,0
1534,0,0,0,0,1,0
1535,0,0,0,0,1,0
1536,0,0,0,0,0,1
1537,0,0,0,0,1,0
1538,0,0,0,1,0,0
1539,0,0,1,0,1,0
1541,0,0,0,0,1,0
1542,1,0,0,0,1,0
1543,1,0,0,0,0,0
1544,0,0,0,0,1,0
1545,0,0,0,0,0,1
1546,0,0,0,0,0,1
1547,0,0,0,1,0,0
1549,0,0,0,0,1,0
1550,0,0,1,0,0,0
1551,0,0,0,0,1,0
1552,1,0,0,0,0,0
1554,0,1,0,0,0,0
1555,0,0,0,1,0,0
1556,0,0,1,0,0,0
1557,0,0,0,0,0,1
1558,0,0,0,0,1,0
1559,0,0,1,0,0,0
1560,0,0,1,0,0,0
1561,1,0,0,0,1,0
1562,0,0,0,0,0,1
1563,0,1,0,0,0,0
1564,0,0,0,0,1,0
1565,0,0,0,1,1,0
1566,1,1,0,0,0,0
1567,0,0,1,0,1,0
1570,0,0,0,0,1,0
1572,0,0,1,0,1,0
1573,1,0,1,0,0,0
1574,1,0,0,1,0,0
1575,0,0,0,0,1,0
1576,0,0,0,0,1,0
1577,1,0,0,1,1,0
1578,0,0,1,0,0,0
1579,1,0,0,1,0,0
1580,0,0,0,0,1,0
1581,0,0,0,1,1,0
1582,1,1,0,0,0,0
1583,0,0,0,1,1,0
1584,0,0,0,1,0,0
1585,0,0,1,0,0,0
1586,0,0,0,0,1,0
1588,0,0,0,1,1,0
1589,0,0,0,0,1,0
1590,1,0,1,1,0,0
1591,0,0,0,0,1,0
1592,0,0,0,0,0,1
1593,1,0,1,0,0,0
1594,0,0,1,0,1,0
1595,1,1,0,1,0,0
1596,1,0,0,1,1,0
1597,0,0,1,0,0,0
1598,0,0,0,0,0,1
1599,0,0,0,0,1,0
1600,1,1,0,0,0,0
1601,0,0,0,1,0,0
1602,0,0,0,1,1,0
1603,0,0,1,0,1,0
1604,1,0,0,1,1,0
1605,0,0,1,0,1,0
1606,0,0,1,0,1,0
1607,0,0,0,0,1,0
1608,0,0,0,0,1,0
1609,1,0,0,0,1,0
1610,1,0,0,1,0,0
1611,1,1,0,0,0,0
1612,0,0,0,1,1,0
1613,0,0,0,1,1,0
1614,1,1,0,0,0,0
1615,0,0,0,0,1,0
1616,1,0,0,1,1,0
1618,0,0,1,0,1,0
1619,0,0,0,0,0,1
1620,0,0,0,0,1,0
1621,0,0,0,0,0,1
1624,0,0,0,0,1,0
1625,0,0,1,0,0,0
1626,0,0,0,0,1,0
1627,1,1,1,0,0,0
1628,1,0,0,0,0,0
1629,1,0,0,0,1,0
1630,0,0,0,0,0,1
1631,1,1,0,0,0,0
1632,0,0,0,1,0,0
1633,1,0,1,0,0,0
1634,1,0,0,0,1,0
1635,0,0,0,0,1,0
1636,1,0,0,0,1,0
1637,0,0,0,0,1,0
1638,0,0,0,1,0,0
1639,0,0,1,0,1,0
1640,0,0,0,0,1,0
1641,0,0,1,0,0,0
1642,1,0,1,0,0,0
1643,1,1,0,0,0,0
1646,0,0,0,0,1,0
1647,0,0,0,1,1,0
1648,0,0,0,0,1,0
1649,0,0,1,0,1,0
1650,0,0,0,0,1,0
1651,1,0,0,1,0,0
1653,0,0,0,1,0,0
1654,0,0,0,1,1,0
1655,1,0,1,0,0,0
1657,1,1,0,0,0,0
1659,0,0,1,0,1,0
1660,0,0,1,0,0,0
1661,0,0,0,1,0,0
1662,1,0,0,0,1,0
1663,0,1,0,0,1,0
1665,1,1,0,0,0,0
1666,0,0,0,1,0,0
1667,1,1,0,0,1,0
1668,0,1,1,0,0,0
1669,1,0,0,1,0,0
1670,0,0,0,0,0,1
1672,1,0,0,1,1,0
1673,1,0,0,0,1,0
1674,1,1,0,1,0,0
1675,0,0,0,0,1,0
1676,0,0,0,0,1,0
1677,0,0,0,1,0,0
1678,0,0,0,1,1,0
1679,1,0,0,0,1,0
1680,0,0,0,1,1,0
1682,1,0,0,0,0,0
1683,0,0,0,0,0,1
1685,0,1,0,0,1,0
1686,1,0,0,0,1,0
1687,0,0,1,0,1,0
1688,1,0,1,0,0,0
1689,0,0,1,0,0,0
1690,0,0,0,0,1,0
1691,0,0,0,0,0,1
1692,1,0,0,0,1,0
1693,0,0,0,0,1,0
1694,0,1,0,0,1,0
1696,0,0,1,0,1,0
1697,0,0,0,0,1,0
1698,1,0,0,0,1,0
1699,1,0,0,0,1,0
1700,1,0,1,0,1,0
1701,0,1,1,0,1,0
1702,0,0,0,0,1,0
1704,0,0,0,1,0,0
1705,0,0,1,0,0,0
1707,0,0,0,0,0,1
1708,0,0,0,1,0,0
1709,0,0,0,0,1,0
1710,0,0,0,1,0,0
1711,0,0,0,1,1,0
1712,0,0,1,0,0,0
1713,0,0,0,0,1,0
1714,0,0,1,0,0,0
1715,0,0,0,1,0,0
1717,0,1,1,0,0,0
1718,0,0,1,0,1,0
1719,0,0,0,0,0,1
1720,0,0,1,0,0,0
1721,0,0,1,0,1,0
1722,0,0,0,0,1,0
1723,0,0,0,1,0,0
1725,0,0,0,0,0,1
1726,0,0,0,0,0,1
1727,0,0,0,0,1,0
1728,1,0,0,0,0,0
1729,0,0,0,0,1,0
1731,0,1,0,0,0,0
1733,0,0,1,0,0,0
1734,0,1,1,0,0,0
1735,1,1,0,0,1,0
1736,0,0,1,0,0,0
1737,0,0,0,0,1,0
1738,0,1,0,0,1,0
1739,1,0,0,0,0,0
1740,1,0,1,0,0,0
1741,0,0,0,0,1,0
1742,0,0,0,0,1,0
1743,1,0,0,0,0,0
1744,0,1,1,0,1,0
1746,1,0,0,0,0,0
1747,0,1,0,0,0,0
1748,0,1,1,0,0,0
1749,1,0,0,0,1,0
1750,0,0,0,0,0,1
1753,1,0,1,0,1,0
1754,0,0,0,1,1,0
1757,1,0,1,0,0,0
1758,0,0,1,0,1,0
1759,0,0,0,0,1,0
1761,0,0,0,0,1,0
1762,0,0,1,0,1,0
1764,0,0,0,0,1,0
1767,0,0,0,0,1,0
1768,0,0,0,0,1,0
1769,0,1,1,0,1,0
1770,1,0,0,0,1,0
1771,0,0,1,0,0,0
1772,0,0,0,1,0,0
1773,0,0,1,0,0,0
1775,1,1,0,0,0,0
1776,0,0,0,1,1,0
1777,0,0,0,0,0,1
1778,0,0,1,0,1,0
1780,0,0,0,0,1,0
1781,0,1,0,0,1,0
1782,0,0,0,0,1,0
1783,0,0,0,0,1,0
1784,0,0,1,0,1,0
1785,0,0,0,0,1,0
1786,0,0,0,0,1,0
1787,0,0,0,0,1,0
1788,0,0,1,0,1,0
1789,0,0,1,0,1,0
1790,1,0,0,0,0,0
1791,0,0,0,0,1,0
1792,0,0,1,0,0,0
1793,0,1,1,0,1,0
1794,0,0,1,0,1,0
1795,0,0,0,0,1,0
1796,1,0,0,1,0,0
1797,1,0,0,1,1,0
1798,0,0,1,0,1,0
1799,0,0,1,1,1,0
1801,0,0,1,0,0,0
1803,0,0,0,0,0,1
1805,1,0,0,1,1,0
1806,0,0,0,0,0,1
1807,0,1,0,0,0,0
1808,1,0,1,0,0,0
1809,0,0,0,1,0,0
1810,0,0,1,0,0,0
1811,0,0,0,0,1,0
1812,0,0,0,0,1,0
1813,0,1,1,0,0,0
1814,1,1,0,0,0,0
1815,1,0,0,0,1,0
1816,1,1,0,0,0,0
1817,0,0,1,0,0,0
1819,0,0,0,0,1,0
1821,1,0,0,0,1,0
1822,0,0,0,1,1,0
1823,0,0,1,0,0,0
1824,1,0,0,0,0,0
1825,0,0,0,0,1,0
1826,0,0,0,1,0,0
1827,0,0,1,0,0,0
1828,0,0,1,0,1,0
1829,0,0,0,0,1,0
1830,0,0,1,0,1,0
1831,0,0,0,0,0,1
1832,0,0,1,0,1,0
1833,0,0,0,0,0,1
1834,0,0,1,0,0,0
1835,1,0,1,0,1,0
1837,0,0,1,0,0,0
1838,0,1,0,0,1,0
1839,0,0,1,0,0,0
1840,0,0,0,0,1,0
1842,0,0,1,0,0,0
1843,0,0,0,0,0,1
1844,1,1,0,0,0,0
1847,0,0,1,0,1,0
1848,0,1,0,0,1,0
1849,0,0,1,0,0,0
1850,0,0,0,0,1,0
1851,0,0,0,1,0,0
1852,0,0,0,0,0,1
1854,0,1,1,0,0,0
1855,0,0,0,0,0,1
1856,0,0,0,1,0,0
1857,0,0,0,0,1,0
1858,1,1,0,0,0,0
1861,0,0,0,0,0,1
1862,0,0,1,0,0,0
1864,0,0,0,0,1,0
1865,0,0,0,0,0,1
1866,1,1,1,0,0,0
1867,0,0,0,0,1,0
1868,0,0,0,0,0,1
1870,0,0,0,0,1,0
1871,0,0,1,0,0,0
1872,1,1,0,0,0,0
1873,0,0,0,0,0,1
1874,0,0,0,0,0,1
1875,0,0,0,1,1,0
1876,0,0,0,0,1,0
1877,0,0,1,0,0,0
1878,1,0,0,1,1,0
1879,0,0,1,0,1,0
1881,0,0,0,0,1,0
1882,0,0,1,0,0,0
1884,0,0,1,0,1,0
1885,0,0,0,0,0,1
1886,0,0,0,1,1,0
1887,0,0,0,0,0,1
1888,0,0,0,1,1,0
1889,1,1,0,0,0,0
1890,0,1,1,0,0,0
1893,0,0,0,0,1,0
1895,0,1,1,0,0,0
1898,0,0,1,0,0,0
1900,0,0,0,0,1,0
1901,0,0,0,0,1,0
1902,0,0,0,0,1,0
1904,0,0,0,1,0,0
1905,0,0,0,0,1,0
1906,0,0,0,0,1,0
1908,0,0,0,0,1,0
1909,0,0,1,0,1,0
1910,0,0,0,1,0,0
1911,1,1,0,0,0,0
1912,0,0,1,0,1,0
1913,0,0,0,0,1,0
1915,0,0,0,0,1,0
1918,0,0,1,0,1,0
1919,0,0,1,0,1,0
1920,0,0,1,1,0,0
1921,0,0,0,0,1,0
1922,0,0,0,0,0,1
1923,1,1,0,0,0,0
1924,1,1,0,0,0,0
1925,0,0,0,0,0,1
1926,0,0,0,1,1,0
1927,0,1,1,0,1,0
1928,0,0,1,0,0,0
1929,0,0,0,1,1,0
1931,0,0,1,0,0,0
1932,0,0,0,0,1,0
1933,0,0,0,0,1,0
1934,0,0,0,0,0,1
1935,0,0,1,0,0,0
1936,0,0,0,0,1,0
1937,0,0,0,0,1,0
1938,0,0,1,0,0,0
1939,0,0,0,1,0,0
1940,1,1,0,0,1,0
1941,1,0,0,0,1,0
1943,0,0,0,0,1,0
1945,0,0,0,0,1,0
1946,0,0,0,1,1,0
1947,0,0,0,0,1,0
1948,0,0,0,0,1,0
1949,0,0,0,0,0,1
1950,0,0,0,0,1,0
1951,0,0,0,1,1,0
1952,0,0,0,0,1,0
1953,1,0,0,1,0,0
1954,0,0,0,0,0,1
1955,0,0,1,0,1,0
1956,1,0,0,1,1,0
1957,0,1,1,0,1,0
1958,0,0,1,0,1,0
1959,0,1,1,0,0,0
1960,1,0,0,0,0,0
1961,0,0,0,1,1,0
1962,1,0,1,0,0,0
1963,1,0,0,1,0,0
1964,0,0,1,0,1,0
1966,0,0,0,0,0,1
1968,0,0,0,0,1,0
1970,1,0,0,1,1,0
1971,1,1,1,0,0,0
1972,0,0,1,0,0,0
1973,1,1,0,0,0,0
1974,0,0,1,0,1,0
1975,0,0,0,0,1,0
1976,0,0,0,0,1,0
1977,0,0,1,0,0,0
1978,0,0,0,1,1,0
1979,0,0,0,0,1,0
1980,0,0,0,0,1,0
1981,1,0,0,1,0,0
1984,0,0,0,1,1,0
1985,0,0,0,1,1,0
1987,0,0,0,1,1,0
1988,0,0,0,1,0,0
1989,1,0,0,0,0,0
1990,1,0,0,1,0,0
1991,0,0,0,0,1,0
1992,0,0,1,0,0,0
1994,0,0,0,1,1,0
1995,0,0,0,0,1,0
1996,0,0,1,0,0,0
1997,0,0,0,0,0,1
1998,0,0,0,0,0,1
1999,0,1,1,0,0,0
2000,0,0,1,0,0,0
2001,0,0,0,0,1,0
2002,0,0,1,0,0,0
2003,0,0,0,0,1,0
2004,0,0,0,0,1,0
2005,1,0,0,1,0,0
2006,0,0,0,1,1,0
2008,0,0,1,0,0,0
2009,0,0,1,0,0,0
2010,0,0,1,0,1,0
2011,1,0,0,1,1,0
2012,1,0,1,0,0,0
2013,0,0,0,0,1,0
2014,0,0,0,0,1,0
2015,0,0,1,0,0,0
2016,0,0,0,0,1,0
2017,0,0,0,1,1,0
2018,0,0,0,0,1,0
2019,0,0,0,1,0,0
2020,0,0,0,0,1,0
2021,1,1,0,0,0,0
2022,0,0,1,0,1,0
2023,0,0,1,0,0,0
2024,0,0,0,1,0,0
2025,0,0,1,0,1,0
2026,1,1,0,0,1,0
2027,0,1,1,0,0,0
2030,0,0,1,0,0,0
2031,0,1,0,0,1,0
2032,0,0,0,0,0,1
2033,1,0,0,1,1,0
2034,1,0,0,0,0,0
2035,1,0,0,0,1,0
2036,0,0,1,0,0,0
2037,1,0,0,0,1,0
2038,0,0,1,0,0,0
2039,0,0,0,0,1,0
2040,0,0,1,0,0,0
2041,0,0,0,0,0,1
2042,0,0,0,1,1,0
2044,0,0,0,1,0,0
2045,0,0,0,0,1,0
2046,0,0,1,0,0,0
2047,0,1,1,0,0,0
2048,0,0,0,0,1,0
2049,0,0,0,0,0,1
2050,0,0,0,0,1,0
2051,0,0,0,0,0,1
2052,0,1,0,0,1,0
2053,0,0,0,0,1,0
2057,1,1,0,0,0,0
2058,0,0,0,0,1,0
2059,0,0,1,0,0,0
2060,0,0,0,1,1,0
2061,0,0,1,0,1,0
2062,0,0,0,0,1,0
2063,0,0,0,0,1,0
2064,0,0,0,0,1,0
2065,0,0,1,0,0,0
2066,0,0,0,0,0,1
2067,0,1,1,0,1,0
2068,0,0,0,1,0,0
2070,0,0,0,0,1,0
2071,0,0,0,0,1,0
2072,1,1,0,0,0,0
2073,0,0,0,0,1,0
2074,0,0,0,0,1,0
2075,0,0,1,0,1,0
2077,0,0,1,0,1,0
2078,1,0,1,0,0,0
2079,1,1,0,0,0,0
2080,1,0,0,0,0,0
2081,1,1,0,0,0,0
2083,0,0,0,0,1,0
2084,1,0,1,1,0,0
2086,1,0,0,1,0,0
2087,1,1,0,0,0,0
2088,0,0,0,1,0,0
2090,1,0,1,0,0,0
2092,0,0,0,0,0,1
2095,1,0,0,0,1,0
2096,0,0,1,0,0,0
2097,1,0,0,0,0,0
2098,0,0,1,0,0,0
2099,0,1,1,0,0,0
2100,0,1,1,0,0,0
2102,0,0,0,1,1,0
2103,0,0,0,0,1,0
2105,0,0,0,0,1,0
2106,0,0,0,0,1,0
2107,0,0,0,0,1,0
2108,0,0,0,0,1,0
2109,0,0,0,0,1,0
2110,0,0,0,0,0,1
2111,0,0,0,0,0,1
2112,1,0,1,0,1,0
